Price;Boat Type;Manufacturer;Condition ;Fuel ;Length;Width;Material;Country;City
EUR 21699;Deck Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;6.74;2.55;GRP;Germany; Kieler Bucht mit Fehmarn
CHF 23250;Motor Yacht;Quicksilver (Brunswick Marine) power boats;new boat from stock;;4.54;1.85;GRP;Switzerland; Neuenburgersee
EUR 21500;Sport Boat;Bayliner power boats;Used boat;;7.32;2.54;GRP;Spain; Empuriabrava
EUR 21500;Trawler;;Used boat;;10.5;3.1;Steel;Netherlands; Veluwemeer
EUR 21500;Classic,Pontoon Boat;Posillipo power boats;Used boat;;5.2;2.1;Wood;Italy; Lago Maggiore
EUR 21500;Cabin Boat;Formula power boats;Used boat;;9.32;2.59;GRP;Italy; Friuli Venezia Giulia
EUR 21500;Pilothouse;Drago Boats power boats;Unleaded;;5.4;2.08;GRP;Germany; Verkaufshafen Brandenburg-Plaue
EUR 21500;Cabin Boat;Schweizer power boats;Used boat;;7.0;2.45;GRP;Germany; Baden-Württemberg
EUR 21500;Cabin Boat;Bénéteau power boats;Used boat;;6.21;2.47;Carbon Fiber;France; Poitou Charentes
EUR 21500;Pilothouse;Bénéteau power boats;Used boat;;6.53;2.59;PVC;France; La Rochelle
DKK 159900;Working Boat;Pioner power boats;new boat from stock;;5.0;2.0;;Denmark; Svendborg
CHF 23200;Fishing Boat;Orkney power boats;new boat from stock;;4.52;1.83;GRP;Switzerland; Thunersee
CHF 23000;Cabin Boat;Tullio Abbate power boats;Used boat;;7.5;2.28;;Switzerland; Lake Geneva
EUR 21000;Sport Boat;Arkos power boats;Used boat;;6.71;2.44;;Malta; San ?iljan
EUR 21000;Trawler;;Used boat;;9.6;2.85;Steel;Netherlands; Dordrecht
EUR 21000;Sport Boat;Bayliner power boats;Used boat;;6.32;2.44;GRP;Germany; Gevelsberg  /NRW
EUR 21000;Center console boat;Arkos power boats;Used boat;;6.47;2.4;GRP;Malta;
EUR 21000;Classic,Fishing Boat,Working Boat;Mändli power boats;Used boat;;9.0;1.6;Wood;Lake Constance;78337
EUR 21000;Flybridge;Carver power boats;Used boat;;8.4;2.86;;France;
EUR 21000;Cabin Boat;Schwarz power boats;Used boat;;10.3;3.35;GRP;Germany; Nordrhein-Westfalen
EUR 20999;Cabin Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.02;2.12;GRP;Germany; Kieler Bucht mit Fehmarn
CHF 22500;Sport Boat;Windy power boats;Used boat;;7.55;2.51;GRP;Switzerland; Vierwaldstättersee
EUR 20900;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.07;2.12;;Germany; Ausstellungshalle Schweich
EUR 20900;Cabin Boat;Drago Boats power boats;new boat from stock;;5.5;2.0;GRP;Germany; CUXHAVEN
EUR 20900;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;4.54;1.85;;Germany; Ausstellungshalle Schweich
EUR 20850;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;4.54;1.85;;Germany; Ausstellungshalle Schweich
EUR 20850;Cabin Boat;Quicksilver power boats;new boat from stock;;5.41;2.12;GRP;Germany;1
CHF 22500;Pilothouse;Pegazus power boats;new boat from stock;;5.98;2.54;GRP;Switzerland; Kesswil
CHF 22500;Sport Boat;Tullio Abbate power boats;Used boat;;7.5;2.35;GRP;Switzerland; Dulliken
CHF 22500;Bowrider;Larson power boats;Used boat;;5.1;2.3;GRP;Switzerland; Vierwaldstättersee
£ 18950;Cabin Boat;Atlanta power boats;Used boat;;7.37;2.08;;United Kingdom; Lincoln
EUR 20800;Sport Boat;ZAR Formenti power boats;Used boat;;4.86;2.32;GRP;Germany; Lübecker Bucht
EUR 20799;Bowrider;Quicksilver (Brunswick Marine) power boats;new boat from stock;;6.2;2.34;GRP;Germany; Kieler Bucht mit Fehmarn
EUR 20750;Launch;;new boat from stock;;7.1;2.5;;Germany; DE
CHF 22400;Sport Boat;Rio power boats;Used boat;;5.85;2.3;GRP;Switzerland; Lake Constance
EUR 20712;Pontoon Boat;Sunchaser power boats;new boat from stock;;5.16;2.44;Aluminium;Portugal; Parchal
EUR 20700;Pontoon Boat;;Unleaded;;6.9;2.3;Aluminium;Germany; Werder / Havel
EUR 20500;Water ski;Correct Craft power boats;Used boat;;6.0;2.3;GRP;Germany; Konstanz-Dettingen
EUR 20500;Center console boat;Invictus power boats;Used boat;;6.1;2.4;GRP;Croatia (Hrvatska); onbekend
EUR 20500;Center console boat;Quicksilver power boats;Used boat;;6.12;2.4;;France; La Rochelle
EUR 20500;Cabin Boat;Draco power boats;Used boat;;9.1;3.14;GRP;Germany; Niedersachsen
EUR 20500;Cabin Boat;;Used boat;;10.5;3.2;Steel;Belgium; Luik 
EUR 20500;Trawler;;Used boat;;10.0;3.25;Steel;Netherlands; In verkoophaven
CHF 21800;Sport Boat;Galia power boats;new boat from stock;;4.2;1.75;GRP;Switzerland; Walensee
EUR 20100;Pilothouse;Bénéteau power boats;new boat from stock;;5.62;2.43;GRP;Germany; Niedersachsen
CHF 21705;Fishing Boat;Orkney power boats;new boat from stock;;5.2;2.0;GRP;Switzerland; Thunersee
EUR 20000;Sport Boat;Fiart Mare power boats;Used boat;;7.22;2.38;;Italy; Lago
EUR 20000;Deck Boat;Ranieri power boats;Used boat;;6.5;2.4;;Italy; Lago
EUR 20000;Pilothouse;Jeanneau power boats;Used boat;;6.4;2.54;PVC;France; Pornic
EUR 20000;Sport Boat;Maxum power boats;Used boat;;7.7;2.57;GRP;Portugal; Vilamoura
EUR 20000;Cabin Boat;Skagerrak power boats;Used boat;;8.0;2.85;GRP;Netherlands;" Flevostrand Molecaten ""zuiderzee op zuid Biddinghu"
EUR 20000;Center console boat;Mingolla power boats;Used boat;;6.42;2.38;GRP;Italy; Lazio
EUR 20000;Sport Boat;Bayliner power boats;Used boat;;7.0;2.0;GRP;Croatia (Hrvatska); Dalmatia
EUR 20000;Center console boat;;Used boat;;8.0;2.6;;Italy; Toscana
EUR 20000;Trawler;;Used boat;;7.5;2.5;GRP;Toscana;
EUR 20000;Cabin Boat;Viking power boats;Used boat;;6.1;2.24;GRP;Germany; Stolpsee 
EUR 20000;Center console boat,Deck Boat,Sport Boat;Rand Boats power boats;Used boat;;5.35;2.1;GRP;Germany; Starnberger See
EUR 20000;Sport Boat;Ilver power boats;Used boat;;9.9;3.3;GRP;Italy; Liguria
EUR 19999;Deck Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;6.12;2.4;GRP;Germany; Kieler Bucht mit Fehmarn
EUR 19999;Offshore Boat;Chaparral power boats;Used boat;;10.0;2.5;GRP;Spain; Costa del Sol
EUR 19990;Deck Boat;Marinello power boats;new boat from stock;;5.0;2.3;GRP;Germany; Hock Boote
EUR 19990;Trawler;;Used boat;;13.8;3.2;Steel;Germany; Verkaufshafen Brandenburg-Plaue
EUR 19990;Cabin Boat;Windy power boats;Used boat;;8.26;3.1;GRP;Germany; Mosel
EUR 19990;Center console boat;B2 Marine power boats;Used boat;;4.92;2.13;PVC;France; Chalon-sur-Saône
EUR 19990;Deck Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.03;2.12;GRP;Germany; Mecklenburg-Vorpommern
EUR 19990;Center console boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.07;2.12;GRP;Slovenia; LJUBLJANA
EUR 19950;Cabin Boat,Classic;;Used boat;;7.5;2.2;Wood;Netherlands; Amsterdam
EUR 19950;Sport Boat;Larson power boats;Used boat;;5.36;2.33;PVC;Malta; St. Julians
EUR 19900;Sport Boat;;new boat from stock;;7.3;2.48;GRP;Germany; Berlin
EUR 19900;Sport Boat;Gobbi power boats;Used boat;;6.9;2.55;GRP;Germany; Nordrhein-Westfalen
EUR 19900;Trawler;;Diesel;;9.0;3.0;Steel;Germany; Jirnsum nl
EUR 19900;Cabin Boat,Classic,Flybridge;Coronet power boats;Used boat;;7.85;2.8;GRP;Germany;14471
CHF 21500;Sport Boat;Galeon power boats;Used boat;;5.21;2.1;GRP;Switzerland; Solothurn
CHF 21495;Sport Boat;VBoats power boats;new boat from stock;;5.5;2.15;Aluminium;Switzerland; Bouveret
EUR 19800;Sport Boat;;new boat from stock;;5.24;1.98;GRP;Germany;
EUR 19800;Trawler;Gruno power boats;Used boat;;9.7;3.1;Steel;Netherlands; Schip ligt op locatie in Roermond
EUR 19800;Water ski;Correct Craft power boats;Used boat;;;;;France; Sud-Ouest
EUR 19799;Deck Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.07;2.12;GRP;Germany; Kieler Bucht mit Fehmarn
EUR 19750;Trawler;;Used boat;;9.5;3.4;Steel;Netherlands; Spakenburg
CHF 21300;Sport Boat;Karnic power boats;new boat from stock;;5.65;2.3;GRP;Switzerland; Lake of Zurich
EUR 19700;Cabin Boat;Sea Ray power boats;Used boat;;5.8;2.49;GRP;Germany; Bayern
£ 17950;Pilothouse;;Used boat;;10.06;3.3;;United Kingdom; Lincoln
CHF 21000;Fishing Boat;HoWa power boats;Used boat;;6.86;2.0;GRP;Switzerland; Walensee
EUR 19550;Motor Yacht,Trawler;Holland Stahlverdränger power boats;Used boat;;10.5;3.2;Steel;Germany; Nordrhein-Westfalen
EUR 19500;Sport Boat;Gobbi power boats;Used boat;;7.9;2.5;;Italy; Lake Garda
EUR 19500;Center console boat;;new boat from stock;;6.2;2.18;;Italy; Nautica Zabeo - ShowBoat Marghera Venezia
EUR 19500;Motor Yacht;;Used boat;;8.3;2.5;;Italy; Toscana
EUR 19500;Motor Yacht;Holland Stahlverdränger power boats;Used boat;;10.8;3.3;Steel;Germany; Heilbronn
EUR 19500;Trawler;;Used boat;;9.5;3.1;Steel;Netherlands; AALSMEER
EUR 13500;Classic;Nordson power boats;Used boat;;8.4;2.65;Wood;Netherlands; In verkoophaven
EUR 19500;Working Boat;Linder power boats;new boat from stock;;4.51;1.75;Aluminium;Germany; Boote Jochum
EUR 19500;Deck Boat;Jeanneau power boats;Used boat;;6.05;2.44;;France; Andernos
EUR 19500;Cabin Boat;Bénéteau power boats;Used boat;;7.36;2.9;GRP;France; Côte d'Azur
EUR 19500;Pilothouse;Jeanneau power boats;Used boat;;7.5;2.94;PVC;France; Marseille
EUR 19500;Launch;;Used boat;;6.7;2.35;Wood;Netherlands; Woubrugge
EUR 19500;Sport Boat;Bayliner power boats;Used boat;;9.0;2.0;GRP;Croatia (Hrvatska); Dalmatia
EUR 19500;Cabin Boat;Marex power boats;Electric;;6.5;2.4;GRP;Germany; Verkaufshafen Brandenburg-Plaue
EUR 19500;Trawler;;Used boat;;10.3;3.1;Steel;Netherlands; In verkoophaven
EUR 19500;Classic,Motor Yacht;Lütje power boats;Used boat;;11.6;3.42;Wood;Germany; Berlin
EUR 19500;Motor Yacht;;Used boat;;9.6;3.3;Steel;Netherlands; In verkoophaven
EUR 19160;Deck Boat;Sessa power boats;new boat from stock;;5.75;2.34;GRP;Italy; Toscana
EUR 19000;Deck Boat;Bénéteau power boats;Used boat;;6.99;2.53;PVC;France; PORNICHET
EUR 19000;Sport Boat;;Used boat;;6.4;2.25;GRP;Italy; Toscana
EUR 19000;Deck Boat;Sport Craft power boats;Used boat;;7.68;2.6;GRP;Italy; Friuli-Venezia Giulia
EUR 19000;Center console boat;;new boat from stock;;6.2;2.18;;Italy; Venezia
EUR 19000;Deck Boat;;Used boat;;8.15;2.67;;Germany; Norddeutschland
EUR 19000;Center console boat;;new boat from stock;;5.8;2.37;;Italy; Venezia
EUR 19000;Sport Boat;;Used boat;;10.06;3.03;GRP;Italy; Liguria
EUR 19000;Trawler;Super Kaagkruiser power boats;Used boat;;13.35;3.4;;Germany; Baden-Württemberg
EUR 19000;Trawler;;Used boat;;9.0;3.0;Steel;Netherlands; In verkoophaven
EUR 19000;Bowrider;Maxum power boats;Used boat;;7.92;2.59;PVC;France; Cogolin
EUR 19000;Sport Boat;Cranchi power boats;Used boat;;7.55;2.55;GRP;Italy; Lombardy
EUR 19000;Center console boat;Sea Ray power boats;Used boat;;7.0;2.6;;France;
EUR 19000;Trawler;;Used boat;;9.5;3.15;Steel;Netherlands; In verkoophaven
EUR 19000;Cabin Boat;;Used boat;;7.62;2.54;;Italy; Mar Tirreno
EUR 19000;Trawler;;Used boat;;9.4;3.4;Steel;Netherlands; In verkoophaven
EUR 18995;Trawler;Waddenkruiser power boats;Used boat;;8.5;3.1;Steel;Netherlands; In verkoophaven
CHF 20500;Sport Boat;Atlantic Marine power boats;new boat from stock;;6.55;2.5;GRP;Switzerland; Kesswil
EUR 18950;Sport Boat;Nordkapp power boats;new boat from stock;;5.53;2.2;GRP;Germany; Grevenbroich
EUR 18950;Trawler;;Used boat;;9.2;3.2;Steel;Netherlands; In verkoophaven
EUR 18950;Sport Boat;Aquanaut power boats;Used boat;;8.5;3.1;Steel;Netherlands; In verkoophaven
CHF 20475;Sport Boat;Idea Marine power boats;new boat from stock;;5.14;2.0;GRP;Switzerland; Thunersee
EUR 18900;Sport Boat;Italmar power boats;new boat from stock;;5.6;2.25;GRP;Germany; Hock Boote
EUR 18900;Deck Boat;Marinello power boats;Used boat;;6.7;2.49;;Germany; Hock Boote
EUR 18900;Sport Boat;Marinello power boats;Used boat;;4.7;1.9;GRP;Germany; Stadtprozelten 
EUR 18900;Cabin Boat;Quicksilver (Brunswick Marine) power boats;Used boat;;4.24;2.06;GRP;Germany; Bayern
EUR 18900;Motor Yacht;Yamarin power boats;Used boat;;5.78;2.18;GRP;Netherlands; Lemmer
EUR 18900;Cabin Boat;;Used boat;;7.0;3.0;GRP;Netherlands; Nähe Roermond
EUR 18800;Sport Boat;Mingolla power boats;Used boat;;6.42;2.38;;Italy; Lombardia - Trentino Alto Adige
CHF 20000;Trawler;;Used boat;;6.0;2.0;Steel;Switzerland; Lake Constance
CHF 20000;Sport Boat;Scand power boats;Used boat;;7.8;2.59;GRP;Switzerland; Vierwaldstättersee
CHF 20000;Sport Boat;Performance power boats;Used boat;;7.14;2.53;GRP;Tenero; lago Maggiore
EUR 18500;Bowrider;Mariah power boats;Used boat;;6.9;2.49;;Germany; Hamburg
EUR 18500;Sport Boat;Larson power boats;Used boat;;5.64;2.33;;Germany; Ausstellungshalle Schweich
EUR 18500;Fishing Boat;Saver power boats;Used boat;;7.2;2.5;;Italy; Mar Tirreno
EUR 18500;Motor Yacht;;Used boat;;5.6;2.2;GRP;Netherlands; In verkoophaven
EUR 18500;Sport Boat;Four Winns power boats;Used boat;;7.11;2.44;PVC;France; MARTIGUES
EUR 18500;Cabin Boat;;Used boat;;8.1;2.95;GRP;Netherlands; In verkoophaven
EUR 18500;Pilothouse;Quicksilver power boats;Used boat;;6.52;2.49;PVC;France; SAINT GILLES CROIX DE VIE
EUR 18500;Cabin Boat;;Used boat;;8.5;3.2;GRP;Netherlands; In verkoophaven
EUR 18500;Cabin Boat;;Used boat;;8.65;2.78;GRP;Netherlands; In verkoophaven
EUR 18499;Sport Boat;Remus power boats;new boat from stock;;5.2;2.22;GRP;Germany; Nordrhein-Westfalen
CHF 19990;Pontoon Boat;Cranchi power boats;Used boat;;7.2;2.41;GRP;Switzerland; Rancate
CHF 19990;Center console boat;Quicksilver (Brunswick Marine) power boats;new boat on order;;5.03;2.12;GRP;Switzerland; Lake Geneva
CHF 19990;Sport Boat;Sunbird power boats;Used boat;;6.09;2.54;Plastic;Switzerland; Murtensee
CHF 19980;Fishing Boat;Huber power boats;new boat from stock;;6.1;1.87;GRP;Switzerland; Lake of Zurich
CHF 19900;Offshore Boat;Chaparral power boats;Used boat;;7.5;2.5;GRP;Switzerland; Murtensee
CHF 19900;Center console boat;Pioner power boats;Used boat;;4.5;1.9;Plastic;Switzerland; Solothurn
CHF 19900;Center console boat;Bella power boats;Used boat;;1.98;4.7;GRP;Switzerland; Vierwaldstättersee
CHF 19900;Fishing Boat,Hardtop,Pilothouse;Ocqueteau power boats;Used boat;;6.15;2.5;GRP;Switzerland; Bern
CHF 19900;Motor Yacht;Scand power boats;Used boat;;7.8;2.59;GRP;Switzerland; Lake of Zurich
CHF 19900;Deck Boat;Salmeri Boote power boats;Used boat;;5.53;2.18;GRP;Vierwaldstättersee - Buochs;
EUR 18399;Runabout;Karnic power boats;new boat from stock;;5.65;2.3;GRP;Germany; Lake Constance
EUR 18385;Sport Boat;Viko Yachts power boats;new boat from stock;;6.1;2.5;GRP;Germany; Bayern
EUR 18300;Classic;WeiBo power boats;new boat from stock;;6.0;1.65;Wood;Switzerland; Lake Constance
EUR 18268;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat on order;;5.03;2.12;GRP;Germany; Niedersachsen
CHF 19700;Pontoon Boat;Windy power boats;Used boat;;7.55;2.51;GRP;Switzerland; Luganersee
CHF 19700;Cabin Boat,Fishing Boat,House Boat;Selje power boats;Used boat;;7.25;2.53;GRP;Switzerland; Lake Geneva
EUR 18200;Center console boat;Ranieri power boats;new boat from stock;;6.0;2.38;GRP;Italy; Lombardia - Trentino Alto Adige
CHF 19665;Center console boat;Crestliner power boats;new boat from stock;;4.49;1.92;Aluminium;Switzerland; Murtensee
CHF 19500;Center console boat;Elan power boats;Used boat;;4.95;2.0;GRP;Switzerland; Lake Geneva
EUR 18000;Pilothouse;Quicksilver power boats;Used boat;;5.72;2.54;GRP;Italy; Toscana
EUR 18000;Sport Boat;Sea Ray power boats;Used boat;;6.81;2.44;GRP;Germany; Lake Constance
EUR 18000;Sport Boat;Princess power boats;Used boat;;9.3;2.8;;Malta;
EUR 17999;Sport Boat;Olympic power boats;Used boat;;5.28;2.16;GRP;Germany; München
EUR 17995;Launch;;new boat from stock;;5.0;1.85;;Netherlands; Pingjum/ binnenkort Sneek
EUR 17990;Flybridge;Fletcher power boats;Used boat;;8.5;2.55;GRP;Germany; Verkaufshafen Brandenburg-Plaue
EUR 17990;Pilothouse;Galia power boats;Used boat;;4.77;1.96;GRP;Austria; BOOTE RIEDL KLAGENFURT
CHF 19300;Motor Yacht;Ranieri International power boats;new boat from stock;;5.1;2.1;GRP;Switzerland; Bielersee
EUR 17950;Launch;;new boat from stock;;6.5;2.25;;Germany; DE
EUR 17950;Sport Boat;Olympic power boats;new boat from stock;;4.0;1.95;GRP;Germany; Bayern
EUR 17900;Offshore Boat;Checkmate power boats;Used boat;;6.35;2.3;GRP;Austria; BOOTE RIEDL KLAGENFURT
EUR 17900;Cabin Boat;Quicksilver (Brunswick Marine) power boats;Used boat;;5.25;2.33;GRP;Germany; Bayern
EUR 17900;Sport Boat;AluForce power boats;new boat from stock;;5.66;2.1;Aluminium;Germany; auf Anfrage
EUR 17900;Sport Boat;Allegra power boats;new boat from stock;;6.35;2.45;;Italy; Lombardia - Trentino Alto Adige
EUR 17900;Deck Boat;Jeanneau power boats;Used boat;;5.15;2.15;PVC;France; MATIGNON
EUR 17900;Fishing Boat;Vizion power boats;new boat from stock;;5.04;2.18;Aluminium;Germany; Berlin
EUR 17900;Cabin Boat;Celebrity power boats;Used boat;;7.4;2.5;GRP;Germany; Nordrhein-Westfalen
EUR 17900;Cabin Boat;Quicksilver (Brunswick Marine) power boats;Used boat;;4.83;2.32;GRP;Germany; Schwebheim / Schweinfurt
EUR 17900;Flybridge;Caravelle power boats;Used boat;;9.6;3.0;GRP;Donau; Aschach
EUR 17800;Fishing Boat;Rodman power boats;Used boat;;6.99;2.81;GRP;Portugal; Lisbon
EUR 17700;Pilothouse;Jeanneau power boats;Used boat;;6.66;2.64;PVC;France; Lorient
EUR 17700;Center console boat;Trimarchi  power boats;new boat from stock;;6.2;2.18;GRP;Italy; Lombardia - Trentino Alto Adige
EUR 17590;Bowrider;Jeanneau power boats;new boat from stock;;5.21;2.36;PVC;Slovak Republic; Bratislava
CHF 19000;Bowrider;Larson power boats;Used boat;;6.07;2.47;GRP;Switzerland; Lake Geneva
CHF 19000;Runabout;Flying Shark power boats;Display Model;;4.2;1.73;GRP;Switzerland; Vierwaldstättersee
EUR 17500;Sport Boat;Quicksilver power boats;new boat from stock;;5.02;2.12;GRP;Germany; Berlin
EUR 17500;Bowrider;Jans power boats;new boat from stock;;4.0;1.7;Aluminium;Germany; Bayern
EUR 17500;Trawler;Rijnkruiser power boats;Used boat;;9.8;2.85;Steel;Netherlands; Sneek
DKK 129800;Sport Boat;Campion power boats;Used boat;;5.0;2.0;;Denmark; Svendborg
CHF 18850;Sport Boat;Huber power boats;new boat from stock;;5.5;1.59;GRP;Switzerland; Stäfa am Zürichsee
CHF 18800;Sport Boat;Galia power boats;new boat from stock;;5.2;2.1;GRP;Switzerland; Lake of Zurich
CHF 18800;Bowrider;Ranieri International power boats;new boat from stock;;5.65;2.2;GRP;Switzerland; Bielersee
CHF 18800;Bowrider;Galia power boats;new boat on order;;5.2;2.1;GRP;Switzerland; Lake of Zurich
EUR 17300;Center console boat;Quicksilver power boats;new boat from stock;;5.47;2.29;GRP;Germany; Köln
DKK 128000;Launch;;new boat from stock;;4.0;2.0;;Denmark; Svendborg
CHF 18400;Deck Boat;Cobalt power boats;Used boat;;7.07;2.59;GRP;Switzerland; Diessenhofen
CHF 18500;Deck Boat;Witti power boats;new boat from stock;;7.5;1.8;Wood;Switzerland; Diessenhofen
EUR 17111;Motor Yacht;Quicksilver power boats;new boat from stock;;5.07;2.12;GRP;Germany; Berlin
£ 15500;Pilothouse;;Used boat;;7.21;2.13;;United Kingdom; Burnham-on-Crouch
EUR 17000;Deck Boat;Capelli power boats;Used boat;;6.42;2.45;GRP;Italy; Toscana
EUR 17000;Sport Boat;;Used boat;;8.15;2.45;GRP;Italy; Veneto
EUR 17000;Sport Boat;Cramar power boats;Used boat;;8.18;2.94;GRP;Italy; Lake Garda
EUR 17000;Sport Boat;Corsiva power boats;Used boat;;6.15;2.42;GRP;Germany; --
EUR 17000;Offshore Boat;Bruno Abbate power boats;Used boat;;12.7;2.9;GRP;Italy; Lake Garda
EUR 17000;Cabin Boat;Ultramar power boats;Used boat;;7.3;2.5;PVC;France; Cogolin
EUR 17000;Center console boat;Capelli power boats;Used boat;;6.42;2.45;GRP;Italy; Venezia
EUR 17000;Center console boat;;Used boat;;6.7;2.4;GRP;Italy; Lazio
EUR 17000;Pilothouse;Bénéteau power boats;Used boat;;6.22;2.44;PVC;France; JUAN LES PINS
EUR 16950;Bowrider;Suzuki power boats;Unleaded;;;;;Germany; Nordrhein-Westfalen
CHF 18300;Bowrider;VBoats power boats;new boat from stock;;5.46;1.92;;Switzerland; Bouveret
CHF 18300;Pilothouse;Ultramar power boats;Used boat;;7.3;2.56;;Switzerland; Neuenburgersee
EUR 16900;Deck Boat;Marinello power boats;new boat from stock;;5.9;2.48;GRP;Germany; Hock Boote
EUR 16900;Deck Boat;Marinello power boats;new boat from stock;;4.7;1.9;GRP;Germany; Hock Boote
EUR 16900;Sport Boat;Marinello power boats;Used boat;;5.3;2.3;;Germany; Hock Boote
EUR 16900;Cabin Boat;Marinello power boats;new boat from stock;;5.7;2.35;GRP;Germany; Main
EUR 16900;Sport Boat;Cruisers Yachts power boats;Used boat;;7.9;2.9;GRP;Germany; BOOTSSERVICE ENK TREIS MOSEL BOO
EUR 16900;Motor Yacht;Freedom power boats;Used boat;;8.46;2.48;GRP;Germany; LAMPERTHEIM
EUR 16820;Sport Boat;Sensation power boats;new boat from stock;;5.1;2.15;GRP;Germany; FA. SIEGEL
EUR 16800;Sport Boat;Ilver power boats;Used boat;;8.6;3.0;GRP;Switzerland; Lago Maggiore
CHF 18000;Cabin Boat,Classic,Motor Yacht;Scand power boats;Used boat;;7.8;2.85;GRP;Switzerland; Lago Maggiore
EUR 16750;Deck Boat;;new boat from stock;;6.15;2.3;;Germany; DE
EUR 16700;Motor Yacht;Seaswirl power boats;Used boat;;6.4;2.44;GRP;Germany; Brandenburg
CHF 18000;Sport Boat;;new boat from stock;;5.0;2.1;Aluminium;Switzerland; Thunersee
CHF 18000;Sport Boat;Draco power boats;Used boat;;6.0;2.45;GRP;Switzerland; 8881 Tscherlach/Walenstadt
CHF 18000;Offshore Boat;Schweizer Bateaux power boats;Used boat;;8.6;2.3;GRP;Switzerland; Lake of Zurich
CHF 18000;Classic,Motor Yacht;;Used boat;;9.7;2.7;GRP;Switzerland; Lake of Zurich
